"ï..URI";"Vase.Number";"Fabric";"Technique";"Sub.Technique";"Shape.Name";"Provenance";"Date";"Inscriptions";"Attributed.To";"Decoration";"Collection.Record";"Publication.Record";"Inscriptions.II";"Measurements";"Volume";"Weight";"Restorations";"Ornament";"Technical.Observations"
"http://www.beazley.ox.ac.uk/record/405AF219-91CE-43C3-AFAC-0D6257D7E526";16983;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA, NECK FRAGMENT";"";"-550 to -500";"";"CABINET DES MEDAILLES 218, CLASS OF by UNKNOWN";"HORSEMEN";"Basel, market, Palladion |";"Brijder, H., et al. (eds.), Enthousiasmos, Essays on Greek and Related Pottery presented to M. Hemelrijk (Amsterdam, 1986): 105, FIG.14 | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/67046322-14F3-442F-B1E2-834664A7DD65";275825;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS, SQUAT";"";"-500 to -450";"";"BOWDOIN P by BEAZLEY";"BD: MAENAD WITH PHIALE AND THYRSOS AT ALTAR";"Basel, market, Munzen und Medaillen A.G. |";"Beazley, J.D., Paralipomena (Oxford, 1971): 407.229BIS | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1 (PART OF BD)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AFFC581C-FD77-4F4C-9052-99E471CE087D";1010884;"ATHENIAN GEOMETRIC";"";"";"PYXIS";"";"";"";"";"";"Athens, National Museum: 10980 |";"Corpus Vasorum Antiquorum: ATHENS, MUSEE NATIONAL 1, III.H.D.6, PL.(005) 5.4 <a target=_blank href=browseCVARecord.asp?id={AFFC581C-FD77-4F4C-9052-99E471CE087D}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/1A109D2E-A33E-477A-BDDF-DBFC7E546122 target=_blank>http://www.beazley.ox.ac.uk/record/1A109D2E-A33E-477A-BDDF-DBFC7E546122</a>";42164;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"-575 to -525";"";"";"UNDECORATED";"London, market, Sotheby's | Basel, Erlenmeyer";"Sotheby, sale catalogue: 9.7.1990, 130, NO.171";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CDCC2DEA-5BFD-4664-B72F-71FFE3C10E98";9004671;"MESSAPIAN";"";"";"NESTORIS";"";"";"";"";"";"Bologna, Museo Civico Archeologico |";"Corpus Vasorum Antiquorum: BOLOGNA, MUSEO CIVICO 3, IV.D.F.4, PL.(559) 1.15 <a target=_blank href=browseCVARecord.asp?id={CDCC2DEA-5BFD-4664-B72F-71FFE3C10E98}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9FAC0BF4-32BA-40FC-A749-1326AE159D39";351206;"ATHENIAN";"BLACK-FIGURE";"";"HYDRIA";"";"-525 to -475";"";"LEAGROS GROUP by BEAZLEY";"BD: HORSEMEN, ONE WITH SHIELD, DOGS | SH: SYMPOSIUM, DRAPED MEN RECLINING, WOMEN SEATED ON BLOCKS, ONE WITH KROTALA, ONE PLAYING PIPES, GRAPE VINE";"Basel, Antikenmuseum und Sammlung Ludwig: BS1400 | Basel, Antikenmuseum und Sammlung Ludwig";"Beazley, J.D., Paralipomena (Oxford, 1971): 165.68BIS | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 97";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9EEBBFF5-37FD-4CC3-A8D0-F6C5E7669D48";9013387;"IBERIAN";"";"";"OINOCHOE";"";"";"";"";"";"Enserune, Mouret |";"Corpus Vasorum Antiquorum: ENSERUNE, MOURET, 32, PL.(265) 36.6 <a target=_blank href=browseCVARecord.asp?id={9EEBBFF5-37FD-4CC3-A8D0-F6C5E7669D48}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/1A59FC25-3589-42E2-BC64-5BD4772743BC";9034272;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS";"";"";"";"";"BD: ATHENA PROMACHOS";"London, market, Christie's | Copenhagen, private";"Christie, Manson and Woods, sale catalogue: 1.10.2015, 64, NO,91 (COLOUR OF BD)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/7FAEC28B-AC90-4FD7-965C-DC7911824C1B";14141;"ATHENIAN";"RED-FIGURE";"WHITE GROUND";"LEKYTHOS";"";"";"";"";"";"Warsaw, National Museum: 142303 | Goluchow, Czartorski: 178";"Corpus Vasorum Antiquorum: GOLUCHOW, MUSEE CZARTORYSKI, 31, PL.(044) 44.4 <a target=_blank href=browseCVARecord.asp?id={7FAEC28B-AC90-4FD7-965C-DC7911824C1B}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BABFD3AC-80EA-4A03-A8CB-E2DD0D42336D";216783;"ATHENIAN";"RED-FIGURE";"WHITE GROUND";"LEKYTHOS";"";"-450 to -400";"";"BRUSSELS A 904, P OF by BEAZLEY";"BD: FUNERARY, WOMEN, ONE WITH FLAT BASKET WITH SASH, ONE WITH TRAY WITH LEKYTHOS AND SASH AT STELE";"Athens, Fauvel |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1246.2 | Giudice E., Il tymbos, la stele e la barca di Caronte: L'Immaginario della morte sulle lekythoi funerarie a fondo bianco (Rome, 2015): 151, FIG.33 (COLOUR DRAWING)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/12CCA952-8BAF-4D84-ABBD-98425F025306";300346;"ATHENIAN";"BLACK-FIGURE";"";"FRAGMENT";"";"-600 to -550";"";"BOEOTIAN DANCERS GROUP by BEAZLEY | KOMAST GROUP by BEAZLEY";"MAN";"Berne, Historisches Museum: 23706 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 31.14";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BD061BBB-37B4-4586-8B40-6371F7D350DC";306738;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"ITALY, CUMAE";"-550 to -500";"";"ATHENS 581, CLASS OF by BEAZLEY";"BD: HORSEMAN AND WARRIOR";"Naples, Museo Archeologico Nazionale: 86335 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 701.13BIS | Corpus Vasorum Antiquorum: NAPOLI, MUSEO NAZIONALE 5, 43, PLS.(3146,3160) 59.2.5.8, 73.2 <a target=_blank href=browseCVARecord.asp?id={BD061BBB-37B4-4586-8B40-6371F7D350DC}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/FC6ADCB0-6C62-441C-BFBE-73056A44AF76";9025279;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND";"";"";"";"";"A,B: FLORAL, DOUBLE PALMETTE CHAIN";"Vatican City, Museo Gregoriano Etrusco Vaticano: AST347BIS | Vatican City, Museo Gregoriano Etrusco Vaticano: 35309";"Iozzo, M., La Collezione Astarita nel Museo Gregoriano Etrusco, Parte II, 1, Ceramica attica a figure nere (Vatican City, 2002): 160, PL.99, NO.221 (COLOUR OF A, PROFILE)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/1B01B972-1FA4-44FA-8464-BFB56DAF7C74";9019534;"ATHENIAN";"RED-FIGURE";"";"KRATER, COLUMN FRAGMENT";"ITALY, ADRIA";"";"";"";"";"Adria, Museo Archeologico Nazionale: 44242 |";"Wiel-Marin, F., La ceramica attica a figure rosse di Adria, La famiglia Bocchi e l'archeologia (Padova, 2005): 121, NO.100";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AA8080EF-7101-4578-B59A-64AA3D55490C";203598;"ATHENIAN";"RED-FIGURE";"";"CUP";"ITALY, CHIUSI";"-500 to -450";"";"ANTIPHON P by BEAZLEY";"A,B: ATHLETES, JUMPING WITH HALTERES, ACONTIST, DISKOBOLOS, TRAINER, STELE | I: ATHLETE, DISKOBOLOS";"New York (NY), Metropolitan Museum: 07.286.48";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 345.73, 1647 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 236.44 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 233.39, 233.40 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 220 | Gardiner, N., Greek Athletic Sports and Festivals (London, 1910): 320A | Juthner, J., Die athletischen Leibesubungen der Griechen, II (Vienna, 1968): PLS.66A, 67, 262-63, FIGS.65-66 (I,A,B, AND DRAWINGS OF I,A,B) | Juthner, J., Uber antike Turngerathe (Vienna, 1896): 32, FIG.27A (PART OF A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/FE11D11C-CB24-48CF-8C56-E4E76D5844F3";205352;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-500 to -450";"";"DOURIS by BEAZLEY";"A,B: WOMEN FLEEING, FEET (PURSUING) | I: NIKE WITH PHIALE, YOUTH (VICTOR)";"Berlin, Antikensammlung: 3389 | Berlin, Schloss Charlottenburg: 3389";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 450.18 | Corpus Vasorum Antiquorum: BERLIN, ANTIQUARIUM 2, 41, PL.(1028) 99.3-5 <a target=_blank href=browseCVARecord.asp?id={FE11D11C-CB24-48CF-8C56-E4E76D5844F3}&startRef=>View Whole CVA Plates</a> | Heilmeyer, W-D., et al., Antikenmuseum Berlin, Die ausgestellten Werke (Berlin, 1988): 134, NO.6 (I)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B272AC51-60D9-43F3-A8C3-84E60AC014D5";200654;"ATHENIAN";"RED-FIGURE";"";"CUP";"";"-525 to -475";"";"LONDON E 33, GROUP OF by BEAZLEY";"A,B: KOMOS | I: YOUTH IN KRATER";"Naples, Museo Archeologico Nazionale: H2630 | Naples, Museo Archeologico Nazionale: 81327 | Naples, Museo Archeologico Nazionale: M1138";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 80.2 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 53.8";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/EDE2D48D-A152-4EAA-96C6-A5C44BF81BAA";9013680;"CYPRIOT";"";"";"FLASK";"";"";"";"";"";"Paris, Musee du Louvre: A254 |";"Corpus Vasorum Antiquorum: PARIS, LOUVRE 4, II.CA.16, PL.(193) 9.7 <a target=_blank href=browseCVARecord.asp?id={EDE2D48D-A152-4EAA-96C6-A5C44BF81BAA}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/39CACB37-909B-4799-B1A4-0285B0EBA543";44796;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND FRAGMENT";"ITALY, ADRIA";"-550 to -500";"";"";"A: FLORAL, LAUREL WREATH";"Adria, Museo Archeologico Nazionale: A217 | Adria, Museo Archeologico Nazionale: 22446";"Corpus Vasorum Antiquorum: ADRIA, MUSEO ARCHEOLOGICO NAZIONALE 2, 40, PL.(2950) 37.8 <a target=_blank href=browseCVARecord.asp?id={39CACB37-909B-4799-B1A4-0285B0EBA543}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BD149DC7-AFB2-428D-A6D1-C1454EE0B490";331969;"ATHENIAN";"BLACK-FIGURE";"";"CUP";"SICILY (?)";"-550 to -500";"";"LEAFLESS GROUP by BEAZLEY";"A,B: AJAX AND ACHILLES PLAYING BETWEEN WOMEN, PALM TREE, VINE | I: WOMAN RUNNING";"Paris, Musee du Louvre: F414 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 646.200, 653 | Corpus Vasorum Antiquorum: PARIS, MUSEE DU LOUVRE 10, III.H.E.100, III.H.E.101, PLS.(749,750) 114.13.15, 115.4 <a target=_blank href=browseCVARecord.asp?id={BD149DC7-AFB2-428D-A6D1-C1454EE0B490}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/8E5338EA-25AC-4D2F-9D9B-FBDB48402437 target=_blank>http://www.beazley.ox.ac.uk/record/8E5338EA-25AC-4D2F-9D9B-FBDB48402437</a>";9028899;"ATHENIAN";"BLACK-FIGURE";"";"CUP";"";"";"";"";"A,B: AMAZONOMACHY, ACHILLES AND PENTHESILEA OR HERAKLES AND ANDROMACHE, BETWEEN DRAPED FIGURES, BETWEEN YOUTHS, BETWEEN PALMETTES, SHIELD DEVICE, TRIPOD";"London, market, Bonhams | San Francisco (CA), Market, Butterfield | USA, private";"Bonhams: 6.10.2010, 54, NO.84 (COLOUR OF A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3DF896AF-FB01-4C62-9CCD-3F954B68BEDA";14674;"ATHENIAN";"RED-FIGURE";"";"PELIKE";"LIBYA, CYRENAICA";"-400 to -300";"";"HIPPOLYTOS P by SCHEFOLD";"A: HERAKLES SEATED IN GARDEN OF HESPERIDES, NYMPHS (?), PAN SEATED ON ROCK, EROTES, TREE | B: SATYR PURSUING WOMAN (IRIS OR MAENAD ?), EROS HOLDING TYMPANON";"New Haven (CT), Yale University: 1913.138 | Munich, Arndt";"American Journal of Archaeology: 47 (1943), 272, FIG.12 (DRAWING, A) | BEAZLEY NOTEBOOK: 68, 33.3 | Baur, P., Catalogue of the Rebecca Stoddard Collection of Greek and Italian Vases in Yale Univ. (New Haven, 1922): 92, FIG.26B, PL.9A, NO.138 (DRAWING, A) | Burke, S. &amp; Pollit, J., Greek Vases at Yale (New Haven, 1975): 81, NO.65 (A, B) | Corpus Vasorum Antiquorum: NEW HAVEN, YALE UNIVERSITY ART GALLERY 1, 6-7, FIG.6, PLS.(1948,1949,1951) 8.1-2, 9.1-2, 11.5-6 <a target=_blank href=browseCVARecord.asp?id={3DF896AF-FB01-4C62-9CCD-3F954B68BEDA}&startRef=>View Whole CVA Plates</a> | Lexicon Iconographicum Mythologiae Classicae: V, PL.289, HESPERIDES 30 (A) | Uhlenbrock, J.P., Herakles (1986): PL.21 (A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9A8D77D3-EE40-4516-95EC-1E273FFD51B6";28281;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS, SQUAT";"SICILY, MONTE SARACENO";"-425 to -375";"";"";"BD: SPHINX";"Agrigento, Museo Archeologico Regionale |";"Kokalos: 26/27 (1980/81) 2.1, PL.92.1";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/ECEABC04-467F-4636-9DBD-F68FE8BC6687 target=_blank>http://www.beazley.ox.ac.uk/record/ECEABC04-467F-4636-9DBD-F68FE8BC6687</a>";9034541;"ATHENIAN";"RED-FIGURE";"";"AMPHORA, NECK";"";"";"";"";"A: EROS FLYING WITH LYRE AND PHIALE, HARE | B: DRAPED YOUTH";"Basel, H. Cahn | Switzerland, private: 14";"Cahn Auktionen AG: 10 (2015) NO.60 (COLOUR OF A AND B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/990C393F-242D-4B28-9399-431BB198448D";9015847;"SOUTH ITALIAN, CAMPANIAN";"";"";"PYXIS";"";"";"";"";"";"Mainz, Romisch-Germanisches Zentralmuseum: 36006 |";"Corpus Vasorum Antiquorum: MAINZ, ROMISCH-GERMANISCHES ZENTRALMUSEUM 2, 51, PL.(2082) 25.10-11 <a target=_blank href=browseCVARecord.asp?id={990C393F-242D-4B28-9399-431BB198448D}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/47FF2062-C80D-4DB8-A120-9A3882F6B2EF";300687;"ATHENIAN";"BLACK-FIGURE";"";"CUP SIANA";"ITALY, TARANTO";"-575 to -525";"";"GRIFFIN-BIRD P by BEAZLEY";"AB1: FLORAL, IVY LEAVES | AB2: FLORAL BETWEEN DOLPHINS | I: YOUTH DANCING";"Taranto, Museo Archeologico Nazionale |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 73.37";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/40EB6ABF-0AEF-4693-AF1D-5BB368C62D2C";9005326;"ROMAN";"";"";"JUG";"";"";"";"";"";"Bettona, Museo Communale |";"Corpus Vasorum Antiquorum: UMBRIA, MUSEI COMUNALI 1, IV.E.B.IV.B.Z.7, PL.(785) 9.21 <a target=_blank href=browseCVARecord.asp?id={40EB6ABF-0AEF-4693-AF1D-5BB368C62D2C}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/437B1956-6A74-4876-B279-412107D92B6F";9030523;"CORINTHIAN";"PATTERN";"";"ARYBALLOS";"";"";"";"";"";"St. Petersburg, State Hermitage Museum: B1277 |";"Corpus Vasorum Antiquorum: ST. PETERSBURG, STATE HERMITAGE MUSEUM 7, 33, FIG.41, PL.(682) 27.4-6 <a target=_blank href=browseCVARecord.asp?id={437B1956-6A74-4876-B279-412107D92B6F}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/96DA8871-59BA-4EE2-9533-8283DD1D9905";302730;"ATHENIAN";"BLACK-FIGURE";"";"CUP STEMLESS";"GREECE, ARGOS";"-575 to -525";"";"SEGMENT CLASS by BEAZLEY";"I: SYMPOSIUM, YOUTHS RECLINING, WITH DRINKING HORNS";"Argos, Archaeological Museum |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 214.48";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B3D14ACB-48C8-49AE-882A-5405A29475E1";230547;"ATHENIAN";"RED-FIGURE";"";"OINOCHOE";"ITALY, SPINA";"-400 to -300";"";"FAT-BOY GROUP by BEAZLEY";"BD: ATHLETE BETWEEN DRAPED YOUTHS";"Ferrara, Museo Nazionale di Spina: T1148BVP |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1485.40";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E29402F2-5F30-4DFE-9D50-5D366857EB1E";305854;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"GREECE";"-525 to -475";"";"HAIMON P by BEAZLEY";"BD: ATHLETES, APOBATES (?), CHARIOT, WARRIOR";"Oxford, R.V. Lennard |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 544.176";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/410E9E03-51BC-4D1C-8BEB-4327D2335A34";9030571;"ATHENIAN";"RED-FIGURE";"";"AMPHORA A FRAGMENTS";"SPAIN, ALICANTE, COVA DELS PILARS";"";"";"";"A: YOUTH WITH LYRE, MAN PLAYING PIPES | B: DRAPED YOUTHS";"";"Archivo Espanol de Arqueologia: 78 (2005) 52-54, 56, FIGS. 2-4 (DRAWINGS OF A, A, DRAWINGS OF B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/547F55E3-C5D8-4DFD-AC84-D092135F7585";1007049;"SOUTH ITALIAN, APULIAN";"RED-FIGURE";"";"HYDRIA";"";"";"";"";"";"Hannover, Kestner Museum: WMV.3 |";"Corpus Vasorum Antiquorum: HANNOVER, KESTNER-MUSEUM 2, 56-57, BEILAGE 10.4, PLS.(3622,3623) 42.3-4, 43.2 <a target=_blank href=browseCVARecord.asp?id={547F55E3-C5D8-4DFD-AC84-D092135F7585}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/0FB95CEF-ABF1-4048-BDF2-D34A484A0842";8515;"ATHENIAN";"RED-FIGURE";"";"CUP";"";"-450 to -400";"";"ANCONA P by UNKNOWN";"A,B: YOUTH SEATED, EROS, DRAPED MAN | I: DOMESTIC, DRAPED YOUTH OR WOMAN CARRYING STOOL, KALATHOS";"London, market, Sotheby's |";"Sotheby, sale catalogue: 12-13.12.1983, 110, NO.366 (I)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3B7E9143-09C7-4572-828E-32BAE59B34FD";1001263;"EAST GREEK";"UNKNOWN";"";"VARIOUS";"";"";"";"";"";"Oxford (MS), Robinson Collection |";"Corpus Vasorum Antiquorum: BALTIMORE, ROBINSON COLLECTION 1, 34, PL.(149) 16.2-6 <a target=_blank href=browseCVARecord.asp?id={3B7E9143-09C7-4572-828E-32BAE59B34FD}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CFCDCC7E-8689-46A8-8206-6CAEB42696F8";305423;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"CYPRUS";"-525 to -475";"";"ATHENS 581, CLASS OF by BEAZLEY | HAIMON GROUP by BEAZLEY";"BD: MAENAD WITH MULE BETWEEN SATYRS DANCING, IVY";"Sevres, Musee Ceramique: 10691.4.2 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 502.94 | Corpus Vasorum Antiquorum: SEVRES, MUSEE CERAMIQUE, 34-35, PL.(546) 17.1.3.5 <a target=_blank href=browseCVARecord.asp?id={CFCDCC7E-8689-46A8-8206-6CAEB42696F8}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/103470EF-E709-4766-A5A9-BA14D3F57289";9011371;"MYCENEAN";"";"";"JAR";"RHODES, IALYSOS";"";"";"";"";"London, British Museum: A837 |";"Corpus Vasorum Antiquorum: LONDON, BRITISH MUSEUM 5, III.A.4, PL.(286) 2.7 <a target=_blank href=browseCVARecord.asp?id={103470EF-E709-4766-A5A9-BA14D3F57289}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/982991AC-C988-480B-8E62-BB43F96BB248";200636;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"RUSSIA, SOUTH";"-525 to -475";"";"EPIKTETOS by BEAZLEY";"A: KOMOS, YOUTH WITH DRINKING HORN, AND ANOTHER";"St. Petersburg, State Hermitage Museum: 103N |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 79.1 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 52.2";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E076B697-A1CB-4CF7-9691-C9F22F2EBE39";9015721;"SOUTH ITALIAN, CAMPANIAN";"RED-FIGURE";"";"AMPHORA, BAIL";"";"-400 to -300";"";"";"";"London, British Museum: 2000.11-1.85 | Naples, Hamilton | London, British Museum: COLOSSUS52 | London, British Museum: COLOSSUS52BIS";"Corpus Vasorum Antiquorum: LONDON, BRITISH MUSEUM 10, 98, PL.(997) 63.85 <a target=_blank href=browseCVARecord.asp?id={E076B697-A1CB-4CF7-9691-C9F22F2EBE39}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F1D79FC8-45AD-4BA6-8201-206C4D4FF69E";9008442;"ATHENIAN";"RED-FIGURE";"";"OINOCHOE (?) FRAGMENT";"";"-450 to -400";"";"MEIDIAS P by TUGUSHEVA";"BD: WOMAN WITH SACRIFICIAL TRAY, YOUTH SEATED";"Moscow, Pushkin State Museum of Fine Arts: II1B987 |";"Corpus Vasorum Antiquorum: MOSCOW, PUSHKIN STATE MUSEUM OF FINE ARTS 6, 38-39, PL.(278) 33.3 <a target=_blank href=browseCVARecord.asp?id={F1D79FC8-45AD-4BA6-8201-206C4D4FF69E}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BD6D862F-79B3-4173-AC2B-34B375BF02A9";305234;"ATHENIAN";"BLACK-FIGURE";"";"IDOL";"";"-600 to -550";"";"POLOS P by URE";"";"Bonn, Akademisches Kunstmuseum: D594 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 47.127 | Beazley, J.D., Paralipomena (Oxford, 1971): 20";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E9E26A7A-1AFF-4EBC-BD3D-1AE80EC8898D";9020528;"ATHENIAN";"RED-FIGURE";"";"SKYPHOS FRAGMENT";"ITALY, ADRIA";"";"";"OWL-SKYPHOI, CLASS OF by WIEL-MARIN";"A: OLIVE SPRIG";"Adria, Museo Archeologico Nazionale: 8113 | Adria, Museo Archeologico Nazionale: B643";"Wiel-Marin, F., La ceramica attica a figure rosse di Adria, La famiglia Bocchi e l'archeologia (Padova, 2005): 267, NO.1104";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/8879F519-42E3-4458-9C98-25B2159A206F";9028629;"ATHENIAN";"RED-FIGURE";"";"KRATER FRAGMENT";"MACEDONIA (REP.), DEMIR KAPIJA";"";"";"";"FIGURE, MAN WITH STAFF";"Skopje, Archaeological Museum: 123IV |";"Revue Archeologique: (2013) 1, 22, FIG.3 (COLOUR)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/176F5C6D-02F1-46C6-ACA0-263B173D6D1A";25266;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"ATHENS, AGORA";"-525 to -475";"";"";"I: MAN OR YOUTH WITH STAFF";"Athens, Agora Museum: P3529";"The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 30, PL.152.1620";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/503E7BBE-2AFC-489F-B806-FB1B279DB12D";204967;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-500 to -450";"";"MAKRON by BEAZLEY";"I: MAN WITH LYRE";"Paris, Cabinet des Medailles: 566 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 476.288 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 215.59 | Kunisch, N., Makron (Mainz, 1997): PL.16.32";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BCC82E47-E265-43C6-9978-34AF5207A125";12698;"ATHENIAN";"RED-FIGURE";"";"SKYPHOS";"";"-450 to -400";"";"PENELOPE P by CAHN";"A,B: EROS SEATED ON ROCK";"Basel, market, Munzen und Medaillen A.G. |";"Kunstwerke der Antike: Munzen und Medaillen, A.G., Basel, sale catalogue: SONDERLISTE N (MAY, 1971), 51, NO.68 (A, B)";NA;"";NA;NA;NA;NA;NA
